name,Size,Room,Fee,Endprice,KvMPrice,Saledate,City,District,TypeOfProperty
Hejaregatan 4,56.5,2,3 539,1260000,0, 28 jul. 2024, Enköpings kommun,Fanna,Lägenhet
Storgatan 30,90+14,4,,1425000,0, 3 sep. 2024, Kungsörs kommun,Haga,Villa
Överby 112,105,6,,2250000,0, 28 aug. 2024, Kungsörs kommun,Överby,Villa
Hästvägen 11,125+160,4,,1825000,0, 26 aug. 2024, Kungsörs kommun,Kungsör,Villa
Vivelgatan 12,138,4,,2300000,0, 8 aug. 2024, Kungsörs kommun,Kungsör,Villa
Drottninggatan 44,120,4,,1550000,0, 1 aug. 2024, Kungsörs kommun,Centralt,Villa
Ringvägen 12,132+52,5,,1900000,0, 30 jul. 2024, Kungsörs kommun,Centralt I Kungsör,Villa
Björkvägen 12,114+20,5,,1550000,0, 22 jul. 2024, Kungsörs kommun,Skillinge,Villa
Skottvägen 11,62+62,3,,1200000,0, 5 jul. 2024, Kungsörs kommun,Skottbacken,Villa
Magasinsgatan 25,76,3,4 513,1100000,0, 4 jul. 2024, Kungsörs kommun,Kungsör,Radhus
Skillingeuddsvägen 15,117+43,4,,4100000,0, 3 jul. 2024, Kungsörs kommun,Skillingeudd,Villa
Södergatan 7,215+154,10,,3525000,0, 2 jul. 2024, Kungsörs kommun,Kungsör,Villa
Magasinsgatan 8,125+40,4,,1000000,0, 28 jun. 2024, Kungsörs kommun,Kungsör,Villa
Magasinsgatan 40,104.5,4,5 602,1500000,0, 26 jun. 2024, Kungsörs kommun,Kungsör,Lägenhet
Ringvägen 16,124+60,4,,1495000,0, 25 jun. 2024, Kungsörs kommun,Centralt,Villa
Ängsvägen 28,100+4,4,,1350000,0, 24 jun. 2024, Kungsörs kommun,Kungsör,Radhus
Björkvägen 13,105+48,5,,1730000,0, 23 jun. 2024, Kungsörs kommun,Kungsör,Villa
Parkgatan 3,115+70,3,,1600000,0, 17 jun. 2024, Kungsörs kommun,Skillinge,Villa
Skolgatan 10B,76.2,3,4 116,1300000,0, 15 jun. 2024, Kungsörs kommun,Valskog,Radhus
Klockarevägen 1,170,4,,3150000,0, 4 jun. 2024, Kungsörs kommun,Kungsör,Villa
Solrosvägen 21,156,7,,1625000,0, 30 maj. 2024, Kungsörs kommun,Kungsör,Villa
Magasinsgatan 50,104.5,4,5 602,900000,0, 30 maj. 2024, Kungsörs kommun,Centralt,Lägenhet
Granhammar 312,120+84,5,,1750000,0, 27 maj. 2024, Kungsörs kommun,Granhammar,Villa
Örberga 118,80,3,,1700000,0, 24 maj. 2024, Kungsörs kommun,Örberga,Villa
Krusgatan 4,84+40,4,,1695000,0, 23 maj. 2024, Kungsörs kommun,Kungsör,Villa
Ängsberg 111,40,3,,1500000,0, 22 maj. 2024, Kungsörs kommun,Kungsör,Fritidshus
Klockarevägen 9,90+48,3,,2750000,0, 15 maj. 2024, Kungsörs kommun,Kungsör,Villa
Sågvägen 45,158,6,,2600000,0, 11 maj. 2024, Kungsörs kommun,Sågen,Villa
Linnévägen 6,132+15,5,,2000000,0, 8 maj. 2024, Kungsörs kommun,Kungsör,Radhus
Holma 223,1 357,?,,335000,0, 7 maj. 2024, Kungsörs kommun,Holma,Fritidshus
Siktvägen 7,140,5,,1650000,0, 27 apr. 2024, Kungsörs kommun,Kungsör,Villa
Tibblevägen 21,208+27,7,,2050000,0, 26 apr. 2024, Kungsörs kommun,Torpa,Villa
Ladugårdsvägen 20,132,5,,2405000,0, 25 apr. 2024, Kungsörs kommun,Centralt,Villa
Skäftruna 141,200+40,5,,3200000,0, 22 apr. 2024, Kungsörs kommun,Skäftruna,Villa
Gamla Köpingsvägen 32,107,4,,2000000,0, 19 apr. 2024, Kungsörs kommun,Kungsör,Villa
Tornvägen 9,136+60,4,,1700000,0, 18 apr. 2024, Kungsörs kommun,Kungsör,Villa
Fredsgatan 16C,175+28,6,,5100000,0, 12 apr. 2024, Kungsörs kommun,Kungsör,Villa
Torsgatan 3 B,39.2,1,2 096,400000,0, 10 apr. 2024, Kungsörs kommun,Centralt I Kungsör,Lägenhet
Skillingeuddsvägen 36B,154,4,,4900000,0, 8 apr. 2024, Kungsörs kommun,Skillinge,Villa
Himmelsbergavägen 27,113+12,6,,2982400,0, 3 apr. 2024, Kungsörs kommun,Kungsör,Villa
Domherregatan 7,98+10,3,,3300000,0, 27 mar. 2024, Kungsörs kommun,Runnaområdet,Villa
Ängsvägen 25,100+4,5,,1100000,0, 22 mar. 2024, Kungsörs kommun,Kungsör,Radhus
Dammenvägen 19,130+55,4,,2500000,0, 22 mar. 2024, Kungsörs kommun,Lockmora,Villa
Rönnstigen 12,189+6,6,,2175000,0, 14 mar. 2024, Kungsörs kommun,Valskog,Villa
Magasinsgatan 11,76,3,4 513,790000,0, 10 mar. 2024, Kungsörs kommun,Kungsör,Radhus
Ekoxgatan 28,162,6,,2775000,0, 6 mar. 2024, Kungsörs kommun,Kungsör,Villa
Mästaregatan 18A,56,2,3 012,795000,0, 3 mar. 2024, Kungsörs kommun,Kungsör,Lägenhet
Sågvägen 39,85,3,,1400000,0, 29 feb. 2024, Kungsörs kommun,Kungsör,Villa
Vallgatan 3,71+71,2,,1200000,0, 27 feb. 2024, Kungsörs kommun,Kungsör,Villa
Birkagatan 9B,80,4,,1525000,0, 27 feb. 2024, Kungsörs kommun,Kungsör,Villa
Björkstigen 3,106+132,4,,1300000,0, 24 feb. 2024, Kungsörs kommun,Valskog,Villa
